Series Name	Series Code	Country Name	Country Code	1996 [YR1996]	1998 [YR1998]	2000 [YR2000]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]
Control of Corruption: Estimate	CC.EST	Gambia, The	GMB	-0.4419284760952	-0.531265020370483	-0.4099200963974	-0.436575174331665	-0.331659734249115	-0.593111574649811	-0.70791220664978	-0.740821063518524	-0.771498918533325	-0.752963542938232	-0.563803851604462	-0.559655249118805	-0.498737066984177	-0.642585694789886	-0.701253414154053	-0.679214000701904
Control of Corruption: Estimate	CC.EST	Ghana	GHA	-0.221413642168045	-0.171881660819054	-0.0718433931469917	-0.286378353834152	-0.237874642014503	-0.224504575133324	-0.362756490707397	-0.0191057119518518	0.0512595064938068	-0.0440878309309483	0.0313423424959183	0.0597239136695862	0.0394970029592514	-0.103126361966133	-0.081666074693203	-0.214866101741791
Control of Corruption: Estimate	CC.EST	Guinea	GIN	-0.456128269433975	-0.726588904857636	-0.752232551574707	-0.518084645271301	-0.749372005462646	-0.840919196605682	-1.00844240188599	-1.0435072183609	-1.24141252040863	-1.15489137172699	-1.04705595970154	-1.19224917888641	-1.11277139186859	-1.07287275791168	-1.05090570449829	-1.06606996059418
Control of Corruption: Estimate	CC.EST	Guinea-Bissau	GNB	-1.09098041057587	-1.14323270320892	-0.966772973537445	-0.853983342647552	-1.06782257556915	-1.14435255527496	-1.0954669713974	-0.984620213508606	-1.13938653469086	-1.08594608306885	-1.10441923141479	-1.06257021427155	-1.05348694324493	-1.22552847862244	-1.33020186424255	-1.51226687431335
Control of Corruption: Estimate	CC.EST	Kenya	KEN	-1.0288097858429	-1.02176904678345	-0.948723316192627	-0.987510740756989	-0.830638527870178	-0.802237212657928	-0.973509073257446	-0.867907166481018	-0.905517041683197	-1.0267505645752	-1.08199679851532	-0.935705780982971	-0.946826338768005	-1.0939861536026	-1.05966246128082	-0.942595779895782
Control of Corruption: Estimate	CC.EST	Lesotho	LSO	-0.472677260637283	-0.0727749466896057	-0.123622812330723	-0.178667739033699	-0.394999295473099	-0.19221405684948	-0.0394522435963154	-0.0525541640818119	-0.120186358690262	0.0314142815768719	0.159893453121185	0.178159609436989	0.176513478159904	0.105559706687927	0.226149216294289	0.148853600025177
Control of Corruption: Estimate	CC.EST	Liberia	LBR	-1.74003231525421	-1.72973382472992	-1.36874091625214	-1.17300009727478	-1.21810293197632	-1.26735377311707	-1.03722441196442	-0.473982304334641	-0.331996947526932	-0.700397431850433	-0.562710523605347	-0.527838468551636	-0.622153699398041	-0.586680471897125	-0.680935680866241	-0.779686450958252
Control of Corruption: Estimate	CC.EST	Madagascar	MDG	0.207123428583145	-0.547615230083466	-0.133932739496231	0.058390449732542	0.0616849176585674	-0.11887214332819	0.0954254642128944	-0.11960843205452	-0.0992986336350441	-0.159710124135017	-0.192414686083794	-0.274230748414993	-0.322196990251541	-0.566376507282257	-0.68003648519516	-0.800706148147583
Control of Corruption: Estimate	CC.EST	Malawi	MWI	-0.221413642168045	-0.186980992555618	-0.209319680929184	-1.00967764854431	-0.783786773681641	-0.756120979785919	-0.735593616962433	-0.540256798267365	-0.538625299930573	-0.434842139482498	-0.382430374622345	-0.457400560379028	-0.373908370733261	-0.442492783069611	-0.624456346035004	-0.760259568691254
Control of Corruption: Estimate	CC.EST	Mali	MLI	-0.4419284760952	-0.633749961853027	-0.664683163166046	-0.53165078163147	-0.540180146694183	-0.497073233127594	-0.400432169437408	-0.405284076929092	-0.335154324769974	-0.45502382516861	-0.635681331157684	-0.650766670703888	-0.568382263183594	-0.78509396314621	-0.738361954689026	-0.718530178070068
Control of Corruption: Estimate	CC.EST	Mauritania	MRT	-0.0146231139078736	-0.202146247029305	-0.253376334905624	0.234631717205048	0.205491438508034	-0.372007101774216	-0.359770953655243	-0.675716638565063	-0.504398822784424	-0.721408843994141	-0.556061267852783	-0.671020984649658	-0.556527376174927	-0.725639998912811	-0.797520041465759	-0.915579080581665
Control of Corruption: Estimate	CC.EST	Mauritius	MUS	0.544224202632904	0.605978548526764	0.549503982067108	0.565122544765472	0.427513778209686	0.34391650557518	0.39883017539978	0.390539258718491	0.494920134544373	0.591578543186188	0.629706263542175	0.652759432792664	0.630802094936371	0.390894174575806	0.359937191009521	0.447957247495651
Control of Corruption: Estimate	CC.EST	Mozambique	MOZ	-0.356238186359406	-0.352172523736954	-0.399072200059891	-0.446163266897202	-0.58491051197052	-0.593226671218872	-0.54145473241806	-0.596308887004852	-0.494207471609116	-0.474126875400543	-0.42101976275444	-0.429182142019272	-0.490775734186172	-0.577031195163727	-0.636260628700256	-0.702652812004089
Control of Corruption: Estimate	CC.EST	Namibia	NAM	0.709735155105591	0.592469274997711	0.473544627428055	-0.043925404548645	0.179763168096542	0.1217977181077	0.179131075739861	0.16776567697525	0.262119352817535	0.564744532108307	0.248582169413567	0.317617803812027	0.294442564249039	0.292333483695984	0.28447550535202	0.234230175614357
Control of Corruption: Estimate	CC.EST	Niger	NER	-1.09098041057587	-1.03404366970062	-0.940670490264893	-1.06772172451019	-1.02334976196289	-0.849194228649139	-0.725292444229126	-0.854506373405457	-0.776496231555939	-0.750296413898468	-0.608583748340607	-0.667617559432983	-0.593805015087128	-0.633021235466003	-0.560547709465027	-0.629819571971893
Control of Corruption: Estimate	CC.EST	Nigeria	NGA	-1.15256237983704	-1.06792116165161	-1.12622332572937	-1.33327460289001	-1.32012915611267	-1.30450129508972	-1.15879034996033	-1.07408308982849	-0.983503401279449	-0.811054408550262	-0.976468920707703	-0.997326612472534	-1.13416075706482	-1.14629876613617	-1.20179665088654	-1.27314972877502
Control of Corruption: Estimate	CC.EST	Rwanda	RWA	-0.930731415748596	-0.784573912620544	-0.64541107416153	-0.462244391441345	-0.604555070400238	-0.478096336126328	-0.741605520248413	-0.172137945890427	0.0142278634011745	0.139370754361153	0.133075252175331	0.462566196918488	0.428638011217117	0.647547483444214	0.639573872089386	0.829795122146606
Control of Corruption: Estimate	CC.EST	Sao Tome and Principe	STP	-0.0146231139078736	-0.516434729099274	-0.0802470818161964	-0.317959070205688	-0.606583833694458	-0.602053940296173	-0.860092759132385	-0.53879576921463	-0.477900296449661	-0.449491232633591	-0.391897827386856	-0.434616535902023	-0.366273641586304	-0.393704563379288	-0.382465332746506	-0.157341852784157
Control of Corruption: Estimate	CC.EST	Senegal	SEN	-0.221413642168045	-0.196166783571243	-0.112979792058468	0.309991627931595	-0.14311321079731	-0.0549724772572517	-0.0290737338364124	-0.434696406126022	-0.553363680839539	-0.535424649715424	-0.528086364269257	-0.693868577480316	-0.52757203578949	-0.292149811983109	-0.276310235261917	0.0174699760973454
Control of Corruption: Estimate	CC.EST	Seychelles	SYC	0.901485145092011	0.22313717007637	0.464429259300232	0.306774377822876	0.327270746231079	0.202042758464813	0.142946839332581	0.0928801223635674	0.188696682453156	0.245717018842697	0.313525021076202	0.292838245630264	0.254886150360107	0.333638548851013	0.385605096817017	0.371826261281967
Control of Corruption: Estimate	CC.EST	Sierra Leone	SLE	-0.77355432510376	-0.870935082435608	-0.912776648998261	-0.74711412191391	-0.9072026014328	-0.876574754714966	-1.09453952312469	-1.05024755001068	-0.895610690116882	-0.963051736354828	-0.938531041145325	-0.773190319538116	-0.83260303735733	-0.951817333698273	-0.906574547290802	-0.947745740413666
Control of Corruption: Estimate	CC.EST	Somalia	SOM	-1.74003231525421	-1.78159785270691	-1.78425824642181	-1.16721904277802	-1.79935908317566	-1.78397285938263	-1.67874443531036	-1.84349036216736	-1.89675283432007	-1.92404592037201	-1.72272002696991	-1.7387512922287	-1.69690382480621	-1.59073269367218	-1.58430469036102	-1.68716561794281
Control of Corruption: Estimate	CC.EST	South Africa	ZAF	0.76091867685318	0.650558531284332	0.612061262130737	0.390923380851746	0.33611986041069	0.480212837457657	0.580777823925018	0.432334572076797	0.219553843140602	0.161738380789757	0.143405422568321	0.092799074947834	0.0273254346102476	-0.165250882506371	-0.125960975885391	-0.113314248621464
Control of Corruption: Estimate	CC.EST	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	-0.773424625396729	-1.63066232204437	-1.34198689460754	-1.36232233047485	-1.61319625377655
Control of Corruption: Estimate	CC.EST	Sudan	SDN	-1.27631497383118	-1.01585555076599	-0.799846410751343	-1.02262043952942	-1.24013316631317	-1.27619409561157	-1.44962167739868	-1.16921901702881	-1.34324252605438	-1.48434865474701	-1.21481418609619	-1.25667500495911	-1.22849655151367	-1.51215958595276	-1.49351489543915	-1.44691550731659
Control of Corruption: Estimate	CC.EST	Swaziland	SWZ	-0.0146231139078736	-0.0172774810343981	-0.253376334905624	-0.317959070205688	-0.549791514873505	-0.576904058456421	-0.478626668453217	-0.290178030729294	-0.240784540772438	-0.176613494753838	-0.196211516857147	-0.167340666055679	-0.295373916625977	-0.359871983528137	-0.341910034418106	-0.36053067445755
Control of Corruption: Estimate	CC.EST	Tanzania	TZA	-1.0288097858429	-0.969703495502472	-0.948723316192627	-0.940990269184113	-0.779016017913818	-0.58317619562149	-0.64983457326889	-0.222549930214882	-0.342870891094208	-0.421343684196472	-0.44252210855484	-0.539007186889648	-0.62564480304718	-0.802464246749878	-0.814800024032593	-0.796055316925049
Control of Corruption: Estimate	CC.EST	Togo	TGO	-0.759354531764984	-0.633749961853027	-0.664683163166046	-0.768694162368774	-0.904725253582001	-0.928813993930817	-0.792512595653534	-1.0695732831955	-0.95214968919754	-0.933160305023193	-1.02718162536621	-0.964515328407288	-1.00400626659393	-1.01985311508179	-1.04558539390564	-0.923641502857208
Control of Corruption: Estimate	CC.EST	Uganda	UGA	-0.603743374347687	-0.917637884616852	-0.852383375167847	-0.941675066947937	-0.797382473945618	-0.747059047222137	-0.846302330493927	-0.753944873809814	-0.797680795192719	-0.830535590648651	-0.887133836746216	-0.904388904571533	-0.89321231842041	-0.981396377086639	-1.04736816883087	-1.09725296497345
Control of Corruption: Estimate	CC.EST	Zambia	ZMB	-1.0288097858429	-0.880671679973602	-0.852383375167847	-0.937460422515869	-0.759775996208191	-0.679869532585144	-0.787750720977783	-0.728720664978027	-0.57105541229248	-0.474338978528976	-0.513209104537964	-0.565428972244263	-0.469694316387177	-0.357603788375854	-0.381781846284866	-0.41456800699234
Control of Corruption: Estimate	CC.EST	Zimbabwe	ZWE	-0.249901190400124	-0.65021288394928	-0.945581376552582	-1.21409261226654	-1.24711728096008	-1.3093010187149	-1.27751314640045	-1.3299320936203	-1.35760498046875	-1.30502641201019	-1.31657648086548	-1.30605363845825	-1.37829053401947	-1.26981246471405	-1.35764265060425	-1.38867998123169
Government Effectiveness: Estimate	GE.EST	Angola	AGO	-0.835242509841919	-1.36405444145203	-1.46161532402039	-1.25417792797089	-1.13841927051544	-1.28460001945496	-1.16884434223175	-1.36832141876221	-1.24032616615295	-1.06706321239471	-0.974587619304657	-1.12829649448395	-1.14778923988342	-1.02326965332031	-1.24033904075623	-1.14691305160522
Government Effectiveness: Estimate	GE.EST	Benin	BEN	-0.408373117446899	-0.267228901386261	-0.266056954860687	-0.383603364229202	-0.331420004367828	-0.361429542303085	-0.624811351299286	-0.566871881484985	-0.514258503913879	-0.454811900854111	-0.556142628192902	-0.578227400779724	-0.522161364555359	-0.526492238044739	-0.541101515293121	-0.498997539281845
Government Effectiveness: Estimate	GE.EST	Botswana	BWA	0.465284883975983	0.499256104230881	0.510248184204102	0.593271195888519	0.727241158485413	0.639593064785004	0.658906579017639	0.519679129123688	0.591063916683197	0.558945953845978	0.482993274927139	0.463565230369568	0.479576647281647	0.447382807731628	0.368277758359909	0.321319609880447
Government Effectiveness: Estimate	GE.EST	Burkina Faso	BFA	-1.0230165719986	-0.749521911144257	-0.621731400489807	-0.718997776508331	-0.620392441749573	-0.525333285331726	-0.595501244068146	-0.743096172809601	-0.728018999099731	-0.466058701276779	-0.582956612110138	-0.560765027999878	-0.543046593666077	-0.63036721944809	-0.680861949920654	-0.558241128921509
Government Effectiveness: Estimate	GE.EST	Burundi	BDI	-1.72685706615448	-1.65561258792877	-1.44269251823425	-1.44533467292786	-1.47085809707642	-1.31391108036041	-1.26007616519928	-1.0844954252243	-1.23513698577881	-1.09433174133301	-1.02941012382507	-1.10040652751923	-1.05351114273071	-1.31159687042236	-1.03008759021759	-1.0943067073822
Government Effectiveness: Estimate	GE.EST	Cabo Verde	CPV	..	0.347877889871597	0.302252858877182	-0.115616105496883	-0.0998234301805496	-0.0698425248265266	-0.226647973060608	0.101071164011955	0.341495662927628	0.0551499091088772	0.0351154841482639	-0.0207794904708862	0.155441924929619	0.10334213078022	0.058065552264452	-0.00553526217117906
Government Effectiveness: Estimate	GE.EST	Cameroon	CMR	-1.00145363807678	-0.73753559589386	-0.674027323722839	-0.818115770816803	-0.653443515300751	-0.69789057970047	-0.880549073219299	-0.929444313049316	-0.82628208398819	-0.785223782062531	-0.818573892116547	-0.875054717063904	-0.876130700111389	-0.90402740240097	-0.909976840019226	-0.741300761699677
Government Effectiveness: Estimate	GE.EST	Central African Republic	CAF	-1.46316027641296	-1.31138479709625	-1.37769854068756	-1.62127304077148	-1.5664404630661	-1.56199431419373	-1.59588778018951	-1.41062915325165	-1.44484436511993	-1.39840590953827	-1.42257857322693	-1.3902735710144	-1.27801167964935	-1.46189498901367	-1.65024101734161	-1.84076488018036
Government Effectiveness: Estimate	GE.EST	Chad	TCD	-0.672069907188416	-0.631713807582855	-0.75764411687851	-0.907970786094666	-1.06041634082794	-1.12083888053894	-1.34903180599213	-1.4424512386322	-1.59255886077881	-1.53957259654999	-1.42311692237854	-1.44544756412506	-1.34894680976868	-1.4927726984024	-1.42473995685577	-1.47953820228577
Government Effectiveness: Estimate	GE.EST	Comoros	COM	-1.72685706615448	-1.65561258792877	-1.24833607673645	-0.869557738304138	-1.36979758739471	-1.58244693279266	-1.63772225379944	-1.68497776985168	-1.75158095359802	-1.77236437797546	-1.77375996112823	-1.74064934253693	-1.75329232215881	-1.54572415351868	-1.56903100013733	-1.66596710681915
Government Effectiveness: Estimate	GE.EST	Congo, Dem. Rep.	ZAR	-1.68693518638611	-1.97405517101288	-1.96063697338104	-1.74178981781006	-1.61375749111176	-1.44786489009857	-1.58917081356049	-1.65270960330963	-1.76888477802277	-1.67277467250824	-1.70518326759338	-1.73494100570679	-1.67345023155212	-1.65863025188446	-1.44279682636261	-1.59422886371613
Government Effectiveness: Estimate	GE.EST	Congo, Rep.	COG	-1.24432277679443	-1.18911898136139	-1.32071459293365	-1.3074563741684	-1.31389474868774	-1.11615169048309	-1.28016233444214	-1.28987419605255	-1.33500075340271	-1.22408437728882	-1.23501443862915	-1.23398840427399	-1.19673776626587	-1.20171415805817	-1.20927286148071	-1.14613842964172
Government Effectiveness: Estimate	GE.EST	Cote d'Ivoire	CIV	-0.0591650642454624	-0.207410618662834	-0.878007352352142	-0.937938690185547	-1.02295172214508	-1.26681160926819	-1.33938074111938	-1.17463111877441	-1.20966362953186	-1.21438944339752	-1.08144402503967	-1.26028752326965	-1.12506651878357	-1.11058342456818	-0.979258239269257	-0.783942461013794
Government Effectiveness: Estimate	GE.EST	Equatorial Guinea	GNQ	-1.0662579536438	-1.4558299779892	-1.51201272010803	-1.3461446762085	-1.24457776546478	-1.46283900737762	-1.45484519004822	-1.59735333919525	-1.6744157075882	-1.66910707950592	-1.72224700450897	-1.68852972984314	-1.63477039337158	-1.64957416057587	-1.58564341068268	-1.44789373874664
Government Effectiveness: Estimate	GE.EST	Eritrea	ERI	-1.19946348667145	-0.907547235488892	-1.01609921455383	-0.810969710350037	-0.982490658760071	-1.02436232566833	-0.973085105419159	-1.3089702129364	-1.30332171916962	-1.28370249271393	-1.38356292247772	-1.36989414691925	-1.41808557510376	-1.51146376132965	-1.59488773345947	-1.61603605747223
Government Effectiveness: Estimate	GE.EST	Ethiopia	ETH	-1.28224301338196	-0.937783718109131	-0.913588225841522	-0.930413961410522	-0.870079398155212	-0.732422947883606	-0.884571969509125	-0.574039697647095	-0.389387547969818	-0.371347993612289	-0.485860198736191	-0.415905863046646	-0.467221140861511	-0.435695618391037	-0.56569504737854	-0.470100432634354
Government Effectiveness: Estimate	GE.EST	Gabon	GAB	-0.336609065532684	-0.593511343002319	-0.631027162075043	-0.39414393901825	-0.476527571678162	-0.802664756774902	-0.839241206645966	-0.848142087459564	-0.836108326911926	-0.832887530326843	-0.754398167133331	-0.783340454101563	-0.80406790971756	-0.775525212287903	-0.70187908411026	-0.664001166820526
Government Effectiveness: Estimate	GE.EST	Gambia, The	GMB	-0.614778220653534	-0.481855839490891	-0.496520429849625	-0.671917200088501	-0.465325355529785	-0.498287320137024	-0.667598962783813	-0.706072509288788	-0.591629683971405	-0.720381736755371	-0.627701580524445	-0.655968427658081	-0.605591654777527	-0.512952148914337	-0.691639959812164	-0.606331706047058
Government Effectiveness: Estimate	GE.EST	Ghana	GHA	-0.114781491458416	-0.140903890132904	0.0209759343415499	-0.126514136791229	-0.185727313160896	-0.161044403910637	-0.155174508690834	0.10521474480629	0.0811609029769897	0.0219835434108973	-0.0378100275993347	-0.039284598082304	-0.0505842715501785	-0.0724168568849564	-0.134413197636604	-0.27330407500267
Government Effectiveness: Estimate	GE.EST	Guinea	GIN	-1.24432277679443	-0.798960328102112	-0.82696008682251	-0.948318243026733	-0.760623872280121	-0.884426891803741	-1.05840981006622	-1.34146726131439	-1.27379238605499	-1.17277324199677	-1.03147673606873	-1.13092768192291	-1.14560270309448	-1.27846586704254	-1.22579574584961	-1.21388578414917
Government Effectiveness: Estimate	GE.EST	Guinea-Bissau	GNB	-1.46562898159027	-1.31280958652496	-1.06335890293121	-1.15056419372559	-1.30775785446167	-1.49273753166199	-1.38074707984924	-1.13148427009583	-1.11958265304565	-1.05725991725922	-1.03042888641357	-1.03649008274078	-1.03598082065582	-1.24386632442474	-1.49552237987518	-1.55152082443237
Government Effectiveness: Estimate	GE.EST	Kenya	KEN	-0.336290001869202	-0.491747081279755	-0.538031339645386	-0.667097389698029	-0.611830592155457	-0.532307028770447	-0.667675316333771	-0.583861231803894	-0.495718687772751	-0.587347447872162	-0.602834224700928	-0.542841851711273	-0.564092636108398	-0.53884744644165	-0.470187664031982	-0.303954392671585
Government Effectiveness: Estimate	GE.EST	Lesotho	LSO	-0.144676342606544	-0.128731429576874	-0.173949554562569	-0.109358832240105	-0.181527927517891	-0.393660038709641	-0.167159229516983	-0.362902879714966	-0.403000563383102	-0.385706424713135	-0.289548128843308	-0.315489441156387	-0.302453190088272	-0.387807816267014	-0.435246855020523	-0.512667894363403
Government Effectiveness: Estimate	GE.EST	Liberia	LBR	-1.87386739253998	-1.98200488090515	-1.84282290935516	-1.60875713825226	-1.50516843795776	-1.58501446247101	-1.3656245470047	-1.18512654304504	-1.25285136699677	-1.31464350223541	-1.23881530761719	-1.26971614360809	-1.23963630199432	-1.17060661315918	-1.37285566329956	-1.37121510505676
Government Effectiveness: Estimate	GE.EST	Madagascar	MDG	-0.580404162406921	-0.8250852227211	-0.637115001678467	-0.47033029794693	-0.450107157230377	-0.477300554513931	-0.370655834674835	-0.525099337100983	-0.440948367118835	-0.634681880474091	-0.782646059989929	-0.946582973003387	-1.0129508972168	-1.08918511867523	-1.1485093832016	-1.27768325805664
Government Effectiveness: Estimate	GE.EST	Malawi	MWI	-0.506484627723694	-0.30992329120636	-0.375655114650726	-0.747043907642365	-0.685642004013062	-0.7205850481987	-0.799732208251953	-0.813206851482391	-0.562792956829071	-0.545207977294922	-0.465781420469284	-0.420413732528687	-0.436889618635178	-0.491195261478424	-0.532852113246918	-0.6873859167099
Government Effectiveness: Estimate	GE.EST	Mali	MLI	-1.20994877815247	-1.05496966838837	-0.872307121753693	-0.600314795970917	-0.598239600658417	-0.619381248950958	-0.688773989677429	-0.682186782360077	-0.725443482398987	-0.76085239648819	-0.789673626422882	-0.839936435222626	-0.786062836647034	-0.986125767230988	-0.882940649986267	-1.11636555194855
Government Effectiveness: Estimate	GE.EST	Mauritania	MRT	-0.144676342606544	-0.0995073243975639	-0.183195903897285	-0.0238314010202885	-0.0176603440195322	-0.467044353485107	-0.3323595225811	-0.77444589138031	-0.86115688085556	-0.947283625602722	-0.882593631744385	-0.962929785251617	-0.930921494960785	-0.921975016593933	-0.978479385375977	-1.0505268573761
Government Effectiveness: Estimate	GE.EST	Mauritius	MUS	0.315555840730667	0.419374108314514	0.446817934513092	0.40906885266304	0.750908732414246	0.652771592140198	0.618401885032654	0.679428339004517	0.728760480880737	0.770226836204529	0.762369215488434	0.848313748836517	0.85836273431778	0.95133376121521	0.866962790489197	1.13095784187317
Government Effectiveness: Estimate	GE.EST	Mozambique	MOZ	-0.144262373447418	-0.394696146249771	-0.428240090608597	-0.356587439775467	-0.462631195783615	-0.511916100978851	-0.520787835121155	-0.559742033481598	-0.483860462903976	-0.495788365602493	-0.543829262256622	-0.573517858982086	-0.621394455432892	-0.633529663085938	-0.61501407623291	-0.730058610439301
Government Effectiveness: Estimate	GE.EST	Namibia	NAM	0.509665727615356	0.214259460568428	0.168402999639511	0.125223055481911	0.240817874670029	0.104202374815941	0.0361153185367584	0.124604627490044	0.126963824033737	0.199630185961723	0.130659431219101	0.110380552709103	0.0890999212861061	0.131083205342293	0.199923008680344	0.102526806294918
