Series Name Series Code	Country Name	Country Code	1996 [YR1996]	1998 [YR1998]	2000 [YR2000]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Ghana	GHA	-0.323552787303925	-0.239072889089584	-0.439853817224503	-0.244983598589897	-0.0171982850879431	0.00622797524556518	0.179591625928879	0.0164252687245607	-0.0591581612825394	-0.0147408666089177	0.0359192304313183	0.0237016789615154	0.157336458563805	0.106876455247402	0.0308449231088161	-0.129906073212624
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Guinea	GIN	-1.23543190956116	-0.692673206329346	-2.03023505210876	-1.56525385379791	-0.841210961341858	-1.05336999893188	-1.17770755290985	-1.89237487316132	-2.37459754943848	-2.10128140449524	-2.08628630638123	-1.68228924274445	-1.38944149017334	-1.28102290630341	-1.22277355194092	-0.930906593799591
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Guinea-Bissau	GNB	-1.72361969947815	-1.95650458335876	-0.50244152545929	-0.871447682380676	-0.533337831497192	-0.390991508960724	-0.568521857261658	-0.484780669212341	-0.438551247119904	-0.694490492343903	-0.653366327285767	-0.65553343296051	-0.729396343231201	-0.95901745557785	-0.892050564289093	-0.742179811000824
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Kenya	KEN	-0.734766066074371	-0.963287174701691	-1.14015865325928	-1.24768471717834	-1.28482961654663	-1.07358145713806	-1.27056849002838	-1.12081515789032	-1.27216649055481	-1.38484847545624	-1.43022346496582	-1.16971147060394	-1.24244451522827	-1.31600034236908	-1.14862132072449	-1.26857447624207
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Lesotho	LSO	0.116532512009144	-0.220002546906471	-0.0180020183324814	-0.18364155292511	0.074560821056366	0.385204613208771	0.0244660023599863	-0.132210731506348	-0.389623314142227	-0.217567697167397	0.33915439248085	0.47499868273735	0.37657031416893	0.252654612064362	0.322951763868332	-0.274988144636154
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Liberia	LBR	-2.55735898017883	-1.8430267572403	-2.04739189147949	-2.28193163871765	-2.21574211120605	-1.4074490070343	-1.36039817333221	-1.31294965744019	-1.25020849704742	-1.28337061405182	-1.07540261745453	-0.458232432603836	-0.423835664987564	-0.47547110915184	-0.459383249282837	-0.625768065452576
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Madagascar	MDG	0.109187372028828	0.0880712270736694	0.0438809506595135	-0.291414707899094	0.586050271987915	0.20289047062397	-0.0516256131231785	0.128296166658401	0.025216456502676	-0.489232987165451	-0.74802953004837	-1.04567658901215	-0.755951642990112	-0.582138240337372	-0.704293787479401	-0.54449462890625
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Malawi	MWI	-0.540682315826416	-0.211925163865089	-0.472239375114441	-0.0789025127887726	-0.00328905740752816	0.0915740877389908	0.0789514407515526	0.110787659883499	0.0565945729613304	-0.0563691146671772	0.0503393821418285	0.0556567087769508	-0.0725231543183327	0.00345468148589134	-0.213332489132881	0.11875819414854
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mali	MLI	0.233253121376038	0.333898514509201	0.14459402859211	0.286896884441376	0.233357354998589	0.480412423610687	0.186557784676552	0.373848378658295	0.202976629137993	0.17506168782711	-0.0780520662665367	-0.207797572016716	-0.67877870798111	-2.02069544792175	-1.70347762107849	-1.73805487155914
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mauritania	MRT	0.262724727392197	0.250741541385651	0.234998598694801	0.286066710948944	0.0345134846866131	-0.0964521616697311	-0.237829282879829	0.221466064453125	-0.270483195781708	-0.651230275630951	-0.877607226371765	-1.07960402965546	-1.16864240169525	-1.12958943843842	-1.00294089317322	-0.581190168857574
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mauritius	MUS	1.04276823997498	0.945076763629913	0.730369329452515	1.04696309566498	0.987466275691986	0.971296370029449	1.0046272277832	0.737771272659302	0.828850507736206	0.85477089881897	0.661059498786926	0.58281409740448	0.936931550502777	0.961830198764801	0.935072004795074	0.737529814243317
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Mozambique	MOZ	-0.110668182373047	0.0375969707965851	-0.154185563325882	0.124214373528957	0.213755562901497	-0.0278936512768269	0.115280352532864	0.492773860692978	0.303040534257889	0.338221460580826	0.589540362358093	0.343786805868149	0.295519262552261	0.339260756969452	-0.278347045183182	-0.350936025381088
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Namibia	NAM	0.771780967712402	0.3858702480793	-0.383901566267014	0.0938270390033722	0.436881840229034	0.645506858825684	0.600855648517609	0.786791861057281	1.02058005332947	1.18645358085632	0.903906524181366	0.805032968521118	0.889192819595337	0.938646912574768	0.926425814628601	0.617165863513947
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Niger	NER	-0.111601479351521	-0.415200084447861	0.001870455336757	-0.252470254898071	0.0123248854652047	-0.520230650901794	-0.477534592151642	-0.23316915333271	-0.45958423614502	-0.674860775470734	-1.15669977664948	-1.17541468143463	-0.871752083301544	-1.15984845161438	-1.32480931282043	-1.26710391044617
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Nigeria	NGA	-1.17397999763489	-0.688566923141479	-1.52158534526825	-1.69736742973328	-1.65141940116882	-1.72088170051575	-1.6482880115509	-2.03631591796875	-2.01303863525391	-1.86164772510529	-1.95246779918671	-2.19360589981079	-1.94689655303955	-2.05749464035034	-2.07843732833862	-2.10575866699219
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Rwanda	RWA	-1.95066738128662	-2.15468502044678	-1.80941390991211	-1.78386354446411	-1.15560221672058	-1.17207396030426	-0.972542822360992	-0.684954166412354	-0.308548241853714	-0.2992003262043	-0.473025172948837	-0.198186665773392	-0.135490402579308	-0.202050194144249	-0.0780670866370201	-0.100152932107449
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Sao Tome and Principe	STP	0.960007131099701	0.99563729763031	1.0486820936203	0.470821470022202	0.234750181436539	0.604946494102478	0.614671409130096	0.326919287443161	0.407866299152374	0.183137968182564	0.152461647987366	0.122013345360756	-0.00228518014773726	0.0240126214921474	0.123621501028538	0.151107355952263
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Senegal	SEN	-0.719653785228729	-1.06513488292694	-0.697839319705963	-0.342849463224411	-0.288086950778961	-0.0167821664363146	-0.220348209142685	-0.284019559621811	-0.251904159784317	-0.147509157657623	-0.196864902973175	-0.427111685276031	-0.296435236930847	-0.115986049175262	-0.0593590959906578	-0.127161175012589
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Seychelles	SYC	0.960007131099701	0.99563729763031	1.19231951236725	0.840330958366394	0.629571378231049	0.671745955944061	0.9396653175354	0.924154758453369	0.81868314743042	0.773308575153351	0.617699086666107	0.884740591049194	0.964730441570282	0.756868898868561	0.837439596652985	0.415346652269363
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Sierra Leone	SLE	-1.81790888309479	-2.2778754234314	-1.97010099887848	-0.856834709644318	-1.11845171451569	-0.443721503019333	-0.431231826543808	-0.256574034690857	-0.0216238666325808	-0.208015754818916	-0.296567738056183	-0.240590780973434	-0.170163199305534	-0.280273526906967	-0.16648630797863	-0.219610095024109
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Somalia	SOM	-2.65308976173401	-2.30048775672913	-2.08214569091797	-2.53045082092285	-2.66842103004456	-2.93017220497131	-2.74845027923584	-2.78234100341797	-3.24443769454956	-3.31172847747803	-3.32390451431274	-3.10637283325195	-3.0696394443512	-2.84627199172974	-2.74454236030579	-2.48787784576416
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	South Africa	ZAF	-0.428185820579529	-0.577412903308868	-0.254857122898102	-0.320026308298111	-0.331844121217728	-0.123671196401119	-0.149220764636993	0.0539747625589371	0.198646008968353	0.0441127642989159	-0.11322309076786	-0.0189985223114491	0.0316633954644203	-0.0209495611488819	-0.0448102094233036	-0.0756008923053741
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	-1.43145704269409	-1.19733738899231	-1.80061173439026	-2.53829336166382
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Sudan	SDN	-2.51034188270569	-2.29817914962769	-2.28168797492981	-1.87907516956329	-2.01137042045593	-1.58254289627075	-1.97721421718597	-2.11614656448364	-2.34692168235779	-2.47463941574097	-2.65181422233582	-2.66002058982849	-2.52913117408752	-2.27003312110901	-2.20155382156372	-2.35623717308044
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Swaziland	SWZ	-0.297396749258041	-0.108779788017273	-0.072683647274971	0.00111320137511939	0.0373395867645741	0.0189135354012251	-0.370909005403519	-0.291832864284515	0.0404476746916771	-0.0804067403078079	0.00633533112704754	-0.0444697514176369	-0.4925916492939	-0.420980453491211	-0.436616748571396	-0.519841969013214
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Tanzania	TZA	-0.715587258338928	-0.477588206529617	-0.797663271427155	-0.347662687301636	-0.878020346164703	-0.648480653762817	-0.568261444568634	-0.325528234243393	-0.353102058172226	-0.205811575055122	0.0692917108535767	-0.0216979291290045	-0.0456780418753624	0.0229270830750465	-0.165411874651909	-0.536367833614349
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Togo	TGO	-0.487983733415604	-0.717275619506836	-0.403711587190628	-0.0474409088492393	-0.234724268317223	-0.325764328241348	-1.46146750450134	-0.553959548473358	-0.361556738615036	-0.175595015287399	-0.186232417821884	-0.202789634466171	-0.180771261453629	-0.407053381204605	-0.38100591301918	-0.164121732115746
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Uganda	UGA	-1.61308836936951	-1.21840286254883	-1.34297299385071	-1.49357080459595	-1.59925425052643	-1.2960000038147	-1.43329179286957	-1.15940427780151	-0.961903631687164	-0.90863960981369	-0.989565432071686	-1.00575494766235	-0.986974358558655	-0.882396340370178	-0.837899923324585	-0.929117143154144
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Zambia	ZMB	-0.22600257396698	0.0927114114165306	-0.0548534467816353	-0.35042005777359	0.173690170049667	0.152424812316895	0.0688629001379013	0.362352132797241	0.344346135854721	0.463187873363495	0.534659028053284	0.46161487698555	0.470694541931152	0.605992555618286	0.38434824347496	0.205629989504814
Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	Zimbabwe	ZWE	-0.533595323562622	-0.879213333129883	-1.41826367378235	-1.59598517417908	-1.13580083847046	-1.26358556747437	-1.24150252342224	-0.907913446426392	-1.11049473285675	-1.20055651664734	-1.16184341907501	-1.1209100484848	-0.955158889293671	-0.790312469005585	-0.679590582847595	-0.648449420928955
