Series Name Series Code	Country Name	Country Code	1996 [YR1996]	1998 [YR1998]	2000 [YR2000]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]
Government Effectiveness: Estimate	GE.EST	Eritrea	ERI	-1.19946348667145	-0.907547235488892	-1.01609921455383	-0.810969710350037	-0.982490658760071	-1.02436232566833	-0.973085105419159	-1.3089702129364	-1.30332171916962	-1.28370249271393	-1.38356292247772	-1.36989414691925	-1.41808557510376	-1.51146376132965	-1.59488773345947	-1.61603605747223
Government Effectiveness: Estimate	GE.EST	Ethiopia	ETH	-1.28224301338196	-0.937783718109131	-0.913588225841522	-0.930413961410522	-0.870079398155212	-0.732422947883606	-0.884571969509125	-0.574039697647095	-0.389387547969818	-0.371347993612289	-0.485860198736191	-0.415905863046646	-0.467221140861511	-0.435695618391037	-0.56569504737854	-0.470100432634354
Government Effectiveness: Estimate	GE.EST	Gabon	GAB	-0.336609065532684	-0.593511343002319	-0.631027162075043	-0.39414393901825	-0.476527571678162	-0.802664756774902	-0.839241206645966	-0.848142087459564	-0.836108326911926	-0.832887530326843	-0.754398167133331	-0.783340454101563	-0.80406790971756	-0.775525212287903	-0.70187908411026	-0.664001166820526
Government Effectiveness: Estimate	GE.EST	Gambia, The	GMB	-0.614778220653534	-0.481855839490891	-0.496520429849625	-0.671917200088501	-0.465325355529785	-0.498287320137024	-0.667598962783813	-0.706072509288788	-0.591629683971405	-0.720381736755371	-0.627701580524445	-0.655968427658081	-0.605591654777527	-0.512952148914337	-0.691639959812164	-0.606331706047058
Government Effectiveness: Estimate	GE.EST	Ghana	GHA	-0.114781491458416	-0.140903890132904	0.0209759343415499	-0.126514136791229	-0.185727313160896	-0.161044403910637	-0.155174508690834	0.10521474480629	0.0811609029769897	0.0219835434108973	-0.0378100275993347	-0.039284598082304	-0.0505842715501785	-0.0724168568849564	-0.134413197636604	-0.27330407500267
Government Effectiveness: Estimate	GE.EST	Guinea	GIN	-1.24432277679443	-0.798960328102112	-0.82696008682251	-0.948318243026733	-0.760623872280121	-0.884426891803741	-1.05840981006622	-1.34146726131439	-1.27379238605499	-1.17277324199677	-1.03147673606873	-1.13092768192291	-1.14560270309448	-1.27846586704254	-1.22579574584961	-1.21388578414917
Government Effectiveness: Estimate	GE.EST	Guinea-Bissau	GNB	-1.46562898159027	-1.31280958652496	-1.06335890293121	-1.15056419372559	-1.30775785446167	-1.49273753166199	-1.38074707984924	-1.13148427009583	-1.11958265304565	-1.05725991725922	-1.03042888641357	-1.03649008274078	-1.03598082065582	-1.24386632442474	-1.49552237987518	-1.55152082443237
Government Effectiveness: Estimate	GE.EST	Kenya	KEN	-0.336290001869202	-0.491747081279755	-0.538031339645386	-0.667097389698029	-0.611830592155457	-0.532307028770447	-0.667675316333771	-0.583861231803894	-0.495718687772751	-0.587347447872162	-0.602834224700928	-0.542841851711273	-0.564092636108398	-0.53884744644165	-0.470187664031982	-0.303954392671585
Government Effectiveness: Estimate	GE.EST	Lesotho	LSO	-0.144676342606544	-0.128731429576874	-0.173949554562569	-0.109358832240105	-0.181527927517891	-0.393660038709641	-0.167159229516983	-0.362902879714966	-0.403000563383102	-0.385706424713135	-0.289548128843308	-0.315489441156387	-0.302453190088272	-0.387807816267014	-0.435246855020523	-0.512667894363403
Government Effectiveness: Estimate	GE.EST	Liberia	LBR	-1.87386739253998	-1.98200488090515	-1.84282290935516	-1.60875713825226	-1.50516843795776	-1.58501446247101	-1.3656245470047	-1.18512654304504	-1.25285136699677	-1.31464350223541	-1.23881530761719	-1.26971614360809	-1.23963630199432	-1.17060661315918	-1.37285566329956	-1.37121510505676
Government Effectiveness: Estimate	GE.EST	Madagascar	MDG	-0.580404162406921	-0.8250852227211	-0.637115001678467	-0.47033029794693	-0.450107157230377	-0.477300554513931	-0.370655834674835	-0.525099337100983	-0.440948367118835	-0.634681880474091	-0.782646059989929	-0.946582973003387	-1.0129508972168	-1.08918511867523	-1.1485093832016	-1.27768325805664
Government Effectiveness: Estimate	GE.EST	Malawi	MWI	-0.506484627723694	-0.30992329120636	-0.375655114650726	-0.747043907642365	-0.685642004013062	-0.7205850481987	-0.799732208251953	-0.813206851482391	-0.562792956829071	-0.545207977294922	-0.465781420469284	-0.420413732528687	-0.436889618635178	-0.491195261478424	-0.532852113246918	-0.6873859167099
Government Effectiveness: Estimate	GE.EST	Mali	MLI	-1.20994877815247	-1.05496966838837	-0.872307121753693	-0.600314795970917	-0.598239600658417	-0.619381248950958	-0.688773989677429	-0.682186782360077	-0.725443482398987	-0.76085239648819	-0.789673626422882	-0.839936435222626	-0.786062836647034	-0.986125767230988	-0.882940649986267	-1.11636555194855
Government Effectiveness: Estimate	GE.EST	Mauritania	MRT	-0.144676342606544	-0.0995073243975639	-0.183195903897285	-0.0238314010202885	-0.0176603440195322	-0.467044353485107	-0.3323595225811	-0.77444589138031	-0.86115688085556	-0.947283625602722	-0.882593631744385	-0.962929785251617	-0.930921494960785	-0.921975016593933	-0.978479385375977	-1.0505268573761
Government Effectiveness: Estimate	GE.EST	Mauritius	MUS	0.315555840730667	0.419374108314514	0.446817934513092	0.40906885266304	0.750908732414246	0.652771592140198	0.618401885032654	0.679428339004517	0.728760480880737	0.770226836204529	0.762369215488434	0.848313748836517	0.85836273431778	0.95133376121521	0.866962790489197	1.13095784187317
Government Effectiveness: Estimate	GE.EST	Mozambique	MOZ	-0.144262373447418	-0.394696146249771	-0.428240090608597	-0.356587439775467	-0.462631195783615	-0.511916100978851	-0.520787835121155	-0.559742033481598	-0.483860462903976	-0.495788365602493	-0.543829262256622	-0.573517858982086	-0.621394455432892	-0.633529663085938	-0.61501407623291	-0.730058610439301
Government Effectiveness: Estimate	GE.EST	Namibia	NAM	0.509665727615356	0.214259460568428	0.168402999639511	0.125223055481911	0.240817874670029	0.104202374815941	0.0361153185367584	0.124604627490044	0.126963824033737	0.199630185961723	0.130659431219101	0.110380552709103	0.0890999212861061	0.131083205342293	0.199923008680344	0.102526806294918
Government Effectiveness: Estimate	GE.EST	Niger	NER	-1.24432277679443	-1.08147084712982	-1.08487236499786	-0.885291039943695	-0.749966084957123	-0.686415553092957	-0.78861403465271	-0.798216223716736	-0.786424577236176	-0.709016025066376	-0.661118566989899	-0.665648698806763	-0.625447452068329	-0.706967413425446	-0.720956742763519	-0.737732291221619
Government Effectiveness: Estimate	GE.EST	Nigeria	NGA	-0.975637197494507	-1.12186932563782	-0.956944644451141	-1.0564306974411	-0.964794158935547	-0.912593424320221	-0.883292317390442	-0.961244225502014	-1.04088425636292	-0.967231273651123	-1.20063185691833	-1.15112030506134	-1.07706344127655	-0.999166309833527	-1.00379002094269	-1.19238090515137
Government Effectiveness: Estimate	GE.EST	Rwanda	RWA	-1.19946348667145	-0.917675793170929	-0.653874456882477	-0.926136195659637	-0.735780417919159	-0.555484175682068	-0.892788171768188	-0.285252004861832	-0.198054820299149	-0.13564895093441	-0.168691098690033	-0.0472604185342789	0.0744188353419304	-0.0603341720998287	0.0397659502923489	0.0246521178632975
Government Effectiveness: Estimate	GE.EST	Sao Tome and Principe	STP	-0.408373117446899	-0.6989466547966	-0.507540166378021	-0.630617380142212	-0.666085243225098	-0.623378932476044	-0.712691843509674	-0.81431245803833	-0.695883870124817	-0.645823895931244	-0.682451605796814	-0.807516753673553	-0.708884000778198	-0.716646373271942	-0.744410872459412	-0.859601378440857
Government Effectiveness: Estimate	GE.EST	Senegal	SEN	0.0219487845897675	-0.122760765254498	-0.123345196247101	0.0206843055784702	-0.258981108665466	-0.178465127944946	-0.246396839618683	-0.317244827747345	-0.46270552277565	-0.136879816651344	-0.495851695537567	-0.557570219039917	-0.467930257320404	-0.470866411924362	-0.420023381710052	-0.391273319721222
Government Effectiveness: Estimate	GE.EST	Seychelles	SYC	0.64641398191452	0.227151244878769	-0.0276153031736612	0.0715072229504585	-0.0139501411467791	-0.00193468353245407	0.0979380309581757	0.0134295811876655	0.125785246491432	0.0935510620474815	0.101324573159218	0.181528508663177	0.255837559700012	0.375671356916428	0.335487902164459	0.39116045832634
Government Effectiveness: Estimate	GE.EST	Sierra Leone	SLE	-1.46562898159027	-1.45678508281708	-1.4601024389267	-1.51430308818817	-1.231041431427	-1.10167098045349	-1.35760712623596	-1.16429173946381	-1.17297911643982	-1.16166865825653	-1.21544671058655	-1.2099461555481	-1.18446242809296	-1.2043616771698	-1.20707356929779	-1.22203946113586
Government Effectiveness: Estimate	GE.EST	Somalia	SOM	-2.09517359733582	-2.15930533409119	-2.27671384811401	-1.59672963619232	-2.10178637504578	-2.09202361106873	-2.17275142669678	-2.31486821174622	-2.34000587463379	-2.45003747940063	-2.26067924499512	-2.23866891860962	-2.15519404411316	-2.22544384002686	-2.26952409744263	-2.47966861724854
Government Effectiveness: Estimate	GE.EST	South Africa	ZAF	0.876507580280304	0.604138493537903	0.691410839557648	0.637902140617371	0.683100044727325	0.664746284484863	0.644622147083282	0.503360152244568	0.491571962833405	0.518115222454071	0.475550621747971	0.392681032419205	0.412725567817688	0.325196862220764	0.382242351770401	0.328388512134552
Government Effectiveness: Estimate	GE.EST	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	-1.87472224235535	-1.5944892168045	-1.67969155311584	-2.12538647651672
Government Effectiveness: Estimate	GE.EST	Sudan	SDN	-1.11603188514709	-1.21628987789154	-1.18821012973785	-1.13241016864777	-1.25173008441925	-1.22283518314362	-1.40065932273865	-1.1420373916626	-1.08177638053894	-1.27090775966644	-1.26736557483673	-1.36720144748688	-1.390456199646	-1.45765149593353	-1.51114451885223	-1.60681557655334
Government Effectiveness: Estimate	GE.EST	Swaziland	SWZ	-0.672069907188416	-0.650809347629547	-0.711142838001251	-0.581040740013123	-0.816290557384491	-1.05033254623413	-1.08992660045624	-0.835898756980896	-0.84713077545166	-0.742405772209167	-0.747419238090515	-0.517714977264404	-0.667594313621521	-0.549251437187195	-0.451663374900818	-0.53171718120575
Government Effectiveness: Estimate	GE.EST	Tanzania	TZA	-0.727993130683899	-0.419241458177567	-0.419936865568161	-0.402417898178101	-0.368352949619293	-0.418733388185501	-0.387366443872452	-0.338748902082443	-0.377335339784622	-0.478692471981049	-0.593270540237427	-0.577815651893616	-0.625867068767548	-0.692533612251282	-0.745238542556763	-0.642414510250092
Government Effectiveness: Estimate	GE.EST	Togo	TGO	-0.801710367202759	-0.977153480052948	-1.24085056781769	-1.37072479724884	-1.54560339450836	-1.60468542575836	-1.49765932559967	-1.56811165809631	-1.51173985004425	-1.46895372867584	-1.39117646217346	-1.38447153568268	-1.35998785495758	-1.32561922073364	-1.31504058837891	-1.25878465175629
Government Effectiveness: Estimate	GE.EST	Uganda	UGA	-0.727993130683899	-0.387812525033951	-0.382698684930801	-0.421432197093964	-0.343573838472366	-0.344508349895477	-0.538458049297333	-0.481103897094727	-0.409080624580383	-0.574434280395508	-0.61643397808075	-0.520315945148468	-0.509824454784393	-0.568042635917664	-0.57378226518631	-0.398749470710754
Government Effectiveness: Estimate	GE.EST	Zambia	ZMB	-1.06041550636292	-0.856424331665039	-0.85829496383667	-0.80718868970871	-0.822519540786743	-0.816421926021576	-0.936100661754608	-0.813187181949615	-0.711297512054443	-0.729276239871979	-0.791140139102936	-0.830014824867249	-0.635762870311737	-0.499716699123383	-0.516697287559509	-0.468505680561066
Government Effectiveness: Estimate	GE.EST	Zimbabwe	ZWE	-0.228690519928932	-0.365066230297089	-0.779337704181671	-0.900191724300385	-0.954200387001038	-0.951487958431244	-1.28531336784363	-1.30449914932251	-1.27110517024994	-1.49736201763153	-1.51621603965759	-1.49520027637482	-1.35764694213867	-1.19827508926392	-1.18440985679626	-1.17593908309937
