Series Name Series Code	Country Name	Country Code	1996 [YR1996]	1998 [YR1998]	2000 [YR2000]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]
Rule of Law: Estimate	RL.EST	Congo, Dem. Rep.	ZAR	-1.93180692195892	-2.20535945892334	-1.94745016098022	-1.69550120830536	-1.73165345191956	-1.70428097248077	-1.57101929187775	-1.61129355430603	-1.59364318847656	-1.55504429340363	-1.62972092628479	-1.61214518547058	-1.60618531703949	-1.65296459197998	-1.54909408092499	-1.43008399009705
Rule of Law: Estimate	RL.EST	Congo, Rep.	COG	-1.32883954048157	-1.70762395858765	-1.43125295639038	-1.24207317829132	-1.18607652187347	-1.15100753307343	-1.46087765693665	-1.24007344245911	-1.21236646175385	-1.17107057571411	-1.18855547904968	-1.18335688114166	-1.16160404682159	-1.11653017997742	-1.09240901470184	-1.07058501243591
Rule of Law: Estimate	RL.EST	Cote d'Ivoire	CIV	-0.82315194606781	-0.944926559925079	-1.1900532245636	-1.37719392776489	-1.45532035827637	-1.41952991485596	-1.5042712688446	-1.45988392829895	-1.48508870601654	-1.44850206375122	-1.26286828517914	-1.23635005950928	-1.28902244567871	-1.11664175987244	-0.934386193752289	-0.608817219734192
Rule of Law: Estimate	RL.EST	Equatorial Guinea	GNQ	-1.16456758975983	-1.44304549694061	-1.30291199684143	-1.38874125480652	-1.3483247756958	-1.44515180587769	-1.43176174163818	-1.35511803627014	-1.27634131908417	-1.24514889717102	-1.24625408649445	-1.26806783676147	-1.20105516910553	-1.26345896720886	-1.31778717041016	-1.40266597270966
Rule of Law: Estimate	RL.EST	Eritrea	ERI	-0.375148564577103	-0.225816681981087	-0.466614305973053	-0.391940981149673	-0.507120430469513	-0.69428938627243	-0.843341708183289	-1.08258509635925	-1.2122255563736	-1.22062504291534	-1.24368000030518	-1.28647935390472	-1.28856194019318	-1.36424744129181	-1.3893917798996	-1.46281290054321
Rule of Law: Estimate	RL.EST	Ethiopia	ETH	-0.909872353076935	-0.787757456302643	-0.865951538085938	-0.903811931610107	-0.79876321554184	-0.809334754943848	-0.865017592906952	-0.619486153125763	-0.598975896835327	-0.661581516265869	-0.784349083900452	-0.753757238388062	-0.69818127155304	-0.655894994735718	-0.621730804443359	-0.419508904218674
Rule of Law: Estimate	RL.EST	Gabon	GAB	-0.622995793819427	-0.34033477306366	-0.157624244689941	-0.205594107508659	-0.387368828058243	-0.510542154312134	-0.462437719106674	-0.731080293655396	-0.694272041320801	-0.627937793731689	-0.549287140369415	-0.514412820339203	-0.448971271514893	-0.451088547706604	-0.516486585140228	-0.501116931438446
Rule of Law: Estimate	RL.EST	Gambia, The	GMB	0.104331150650978	0.0393673777580261	-0.131418615579605	-0.28951233625412	0.163487672805786	-0.297664791345596	-0.280513614416122	-0.303256303071976	-0.240248590707779	-0.356218785047531	-0.44332692027092	-0.510597884654999	-0.506016969680786	-0.543632090091705	-0.586862206459045	-0.630812704563141
Rule of Law: Estimate	RL.EST	Ghana	GHA	-0.340750902891159	-0.435928344726563	0.0936741977930069	-0.0253090374171734	-0.0048845368437469	-0.145082592964172	-0.141016691923141	0.00119959574658424	-0.013733271509409	-0.106804214417934	-0.076806515455246	-0.0630011782050133	-0.0423719547688961	-0.0360024645924568	0.102853417396545	0.0201387852430344
Rule of Law: Estimate	RL.EST	Guinea	GIN	-1.50637710094452	-1.27104616165161	-1.42113184928894	-0.9813192486763	-1.10651028156281	-1.24059152603149	-1.35512948036194	-1.4178581237793	-1.46641027927399	-1.54132342338562	-1.54014503955841	-1.49858129024506	-1.47341680526733	-1.4327027797699	-1.41618287563324	-1.37646996974945
Rule of Law: Estimate	RL.EST	Guinea-Bissau	GNB	-2.02239799499512	-2.07186675071716	-1.39190351963043	-1.2016521692276	-1.18474447727203	-1.18276906013489	-1.27825057506561	-1.26938045024872	-1.34454679489136	-1.42391312122345	-1.36177217960358	-1.34582161903381	-1.31953775882721	-1.51975727081299	-1.62274730205536	-1.35677337646484
Rule of Law: Estimate	RL.EST	Kenya	KEN	-1.04209816455841	-1.12448406219482	-0.896758139133453	-0.913076162338257	-0.890714824199677	-0.857640266418457	-0.897472858428955	-0.887235224246979	-0.969965577125549	-1.0174241065979	-1.05064082145691	-0.993409097194672	-0.953593611717224	-0.865690886974335	-0.747327446937561	-0.450676620006561
Rule of Law: Estimate	RL.EST	Lesotho	LSO	-0.00170555675867945	0.108182340860367	0.0381708294153214	-0.00318629993125796	-0.0137253683060408	-0.15311074256897	-0.165587857365608	-0.257754117250443	-0.341895937919617	-0.261757612228394	-0.230560585856438	-0.300461858510971	-0.272893756628037	-0.286636561155319	-0.261203765869141	-0.221813604235649
Rule of Law: Estimate	RL.EST	Liberia	LBR	-2.22984719276428	-2.11140918731689	-2.11368274688721	-1.85523903369904	-1.69487309455872	-1.705242395401	-1.36582314968109	-0.865661978721619	-1.01227903366089	-1.18965828418732	-1.08117139339447	-1.01172435283661	-0.96891850233078	-0.924505054950714	-0.924866855144501	-0.844522476196289
Rule of Law: Estimate	RL.EST	Madagascar	MDG	-0.527219831943512	-0.57760101556778	-0.252041548490524	-0.267472982406616	-0.203115999698639	-0.201406255364418	-0.325142443180084	-0.428926736116409	-0.374083817005157	-0.454115897417068	-0.726701617240906	-0.853505194187164	-0.861003756523132	-0.901443421840668	-0.899805188179016	-0.742408931255341
Rule of Law: Estimate	RL.EST	Malawi	MWI	-0.453505843877792	-0.476433396339417	-0.502739131450653	-0.470237523317337	-0.249737918376923	-0.122590191662312	-0.122512504458427	-0.248552918434143	-0.186217993497849	-0.137720137834549	-0.123376376926899	-0.142399653792381	-0.175880253314972	-0.241786956787109	-0.187442064285278	-0.298211872577667
Rule of Law: Estimate	RL.EST	Mali	MLI	-0.527219831943512	-0.523540794849396	-0.459741950035095	-0.319857031106949	-0.0264261513948441	-0.173059865832329	-0.139553368091583	-0.276717901229858	-0.17541640996933	-0.320664376020432	-0.350331872701645	-0.441682606935501	-0.497015476226807	-0.692563712596893	-0.750088632106781	-0.651007413864136
Rule of Law: Estimate	RL.EST	Mauritania	MRT	-0.385568916797638	-0.400970607995987	-0.347164273262024	-0.46549254655838	-0.50590592622757	-0.684147536754608	-0.645568907260895	-0.71632331609726	-0.639845490455627	-1.11826348304749	-0.786035478115082	-0.867919564247131	-0.881074726581573	-0.904165983200073	-0.972011566162109	-0.819282174110413
Rule of Law: Estimate	RL.EST	Mauritius	MUS	0.85606724023819	1.01637351512909	0.949119389057159	1.01027023792267	1.0567262172699	1.00798738002777	1.00692057609558	0.862412512302399	0.891132593154907	0.991221129894257	0.952071189880371	0.862825393676758	0.910734117031097	0.949528992176056	0.915610373020172	0.917105257511139
Rule of Law: Estimate	RL.EST	Mozambique	MOZ	-0.846607327461243	-0.837350070476532	-0.76780366897583	-0.649279177188873	-0.678240716457367	-0.652379512786865	-0.612260460853577	-0.605273723602295	-0.604762136936188	-0.607638120651245	-0.59210878610611	-0.471203148365021	-0.570397555828094	-0.59814327955246	-0.84094500541687	-0.840028703212738
Rule of Law: Estimate	RL.EST	Namibia	NAM	0.200056612491608	0.201725542545319	0.196130067110062	0.262700736522675	0.248137593269348	-0.00431141769513488	-0.0734408050775528	0.136006429791451	0.116740025579929	0.366438031196594	0.217036440968513	0.194185957312584	0.172938570380211	0.238183349370956	0.255479484796524	0.137935325503349
Rule of Law: Estimate	RL.EST	Niger	NER	-0.997762739658356	-0.738511502742767	-0.928444147109985	-0.775559484958649	-0.661144077777863	-0.730567097663879	-0.800023913383484	-0.637609362602234	-0.659457683563232	-0.731313347816467	-0.523066878318787	-0.520579934120178	-0.392894715070724	-0.694000363349915	-0.725987076759338	-0.690193593502045
Rule of Law: Estimate	RL.EST	Nigeria	NGA	-1.26381182670593	-1.27155888080597	-1.10475540161133	-1.48189747333527	-1.52285289764404	-1.43202972412109	-1.36129951477051	-1.0811208486557	-1.06520760059357	-1.05953097343445	-1.16418075561523	-1.17335259914398	-1.21555960178375	-1.1817079782486	-1.16149306297302	-1.08358538150787
Rule of Law: Estimate	RL.EST	Rwanda	RWA	-1.72785937786102	-1.54121732711792	-1.34532165527344	-0.931062698364258	-0.876595854759216	-0.808093965053558	-0.915567100048065	-0.662967264652252	-0.573695659637451	-0.479060143232346	-0.493759900331497	-0.302187561988831	-0.308219343423843	-0.263257265090942	-0.147702142596245	0.080381453037262
Rule of Law: Estimate	RL.EST	Sao Tome and Principe	STP	0.0761042386293411	-0.333385467529297	-0.0871675461530685	-0.561948716640472	-0.53918844461441	-0.399066954851151	-0.612827241420746	-0.566780507564545	-0.443892508745193	-0.487765818834305	-0.725192785263062	-0.716466724872589	-0.720897912979126	-0.807764828205109	-0.823508620262146	-0.863724946975708
Rule of Law: Estimate	RL.EST	Senegal	SEN	-0.231565788388252	-0.0325277037918568	0.0120628969743848	0.0382850505411625	-0.0797270387411118	-0.0173904914408922	-0.0145931653678417	-0.24687747657299	-0.251579612493515	-0.289033770561218	-0.370550543069839	-0.402807235717773	-0.483508676290512	-0.319951862096787	-0.269953280687332	-0.0999033078551292
Rule of Law: Estimate	RL.EST	Seychelles	SYC	0.752983450889587	0.473738312721252	0.585722923278809	0.388760715723038	0.140095710754395	0.169275254011154	0.0245843082666397	0.00917235668748617	0.12217628210783	0.225710704922676	0.061971552670002	0.0235371515154839	-0.025566004216671	-0.0373002253472805	0.0427294597029686	0.0994588434696198
Rule of Law: Estimate	RL.EST	Sierra Leone	SLE	-1.48190975189209	-1.19264185428619	-1.4690899848938	-1.32833850383759	-1.21134567260742	-1.17411637306213	-1.18272399902344	-1.0349029302597	-1.02689647674561	-0.962406516075134	-0.918863832950592	-0.955822288990021	-0.876736879348755	-0.872940123081207	-0.882138669490814	-0.924218654632568
Rule of Law: Estimate	RL.EST	Somalia	SOM	-2.22118377685547	-2.30599188804626	-2.3108971118927	-1.90955591201782	-2.10667371749878	-2.31786704063416	-2.20873689651489	-2.55343651771545	-2.62180113792419	-2.66887283325195	-2.50352358818054	-2.44811964035034	-2.35821485519409	-2.45015907287598	-2.4434814453125	-2.38942122459412
Rule of Law: Estimate	RL.EST	South Africa	ZAF	-0.0125978998839855	0.155640140175819	0.101097881793976	0.0464713349938393	0.043203417211771	0.0890165194869041	0.0774861574172974	0.237213298678398	0.0734893083572388	0.0340402871370316	0.0929922834038734	0.107549779117107	0.120726227760315	0.075322188436985	0.120242491364479	0.159437730908394
Rule of Law: Estimate	RL.EST	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	-1.33117949962616	-1.38736927509308	-1.43978476524353	-1.79986786842346
Rule of Law: Estimate	RL.EST	Sudan	SDN	-1.63345789909363	-1.62613439559937	-1.50298774242401	-1.27543687820435	-1.57620906829834	-1.48402714729309	-1.59835803508759	-1.30903387069702	-1.38515448570251	-1.41497719287872	-1.23448085784912	-1.29618120193481	-1.22150230407715	-1.20849204063416	-1.25251019001007	-1.14517033100128
Rule of Law: Estimate	RL.EST	Swaziland	SWZ	-0.531912744045258	-0.596291244029999	-0.677606105804443	-0.676304578781128	-0.750948786735535	-0.831499338150024	-0.869998157024384	-0.685066819190979	-0.777931451797485	-0.638075411319733	-0.613914668560028	-0.491431146860123	-0.454297095537186	-0.46029531955719	-0.421468913555145	-0.280054807662964
Rule of Law: Estimate	RL.EST	Tanzania	TZA	-0.255247503519058	-0.289755523204803	-0.385698676109314	-0.388178884983063	-0.286429196596146	-0.36115825176239	-0.260136544704437	-0.440997511148453	-0.356398731470108	-0.344912230968475	-0.476246863603592	-0.48976281285286	-0.53693300485611	-0.558983087539673	-0.50443297624588	-0.409049302339554
Rule of Law: Estimate	RL.EST	Togo	TGO	-0.759244024753571	-0.755017161369324	-0.709979712963104	-0.792109131813049	-0.982516288757324	-1.13224494457245	-1.09450328350067	-0.976055383682251	-0.898026525974274	-0.781151533126831	-0.880967020988464	-0.913479924201965	-0.863316535949707	-0.940458536148071	-1.01450681686401	-0.87372499704361
Rule of Law: Estimate	RL.EST	Uganda	UGA	-0.636283934116364	-0.638046145439148	-0.791742980480194	-0.649565041065216	-0.540361225605011	-0.634746015071869	-0.562641084194183	-0.335989147424698	-0.379455596208572	-0.377911120653152	-0.418305933475494	-0.391353726387024	-0.347705036401749	-0.358589082956314	-0.358782589435577	-0.388641864061356
Rule of Law: Estimate	RL.EST	Zambia	ZMB	-0.645426869392395	-0.527129530906677	-0.535909652709961	-0.39413794875145	-0.470074057579041	-0.52198725938797	-0.575973212718964	-0.590153992176056	-0.574066996574402	-0.439785301685333	-0.485047399997711	-0.497806072235107	-0.467877477407455	-0.402690559625626	-0.307062596082687	-0.252742648124695
Rule of Law: Estimate	RL.EST	Zimbabwe	ZWE	-0.816369891166687	-0.706882178783417	-1.33033275604248	-1.59041154384613	-1.6809948682785	-1.7580429315567	-1.76686894893646	-1.72556090354919	-1.78467404842377	-1.76561641693115	-1.84182691574097	-1.81321167945862	-1.77778840065002	-1.61176609992981	-1.56020665168762	-1.42186200618744
